Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRE13,OUT017,1465.0
FDV43,OUT019,-1204.0
FDD22,OUT045,1757.0
FDM46,OUT019,-480.0
NCO30,OUT010,1025.0
FDM25,OUT046,2807.0
NCN41,OUT049,2047.0
FDU24,OUT045,1525.0
FDZ50,OUT046,2957.0
FDP45,OUT013,4046.0
NCM54,OUT045,1985.0
FDW10,OUT019,892.0
FDP20,OUT017,2145.0
FDK32,OUT046,2463.0
FDN52,OUT049,1535.0
FDM58,OUT045,1817.0
FDZ46,OUT027,3219.0
NCA18,OUT018,1568.0
FDD35,OUT046,1976.0
NCK31,OUT035,973.0
FDI40,OUT027,3079.0
FDT50,OUT019,-310.0
NCT06,OUT046,2619.0
FDT31,OUT035,3153.0
FDT45,OUT049,983.0
FDT13,OUT045,2973.0
FDO50,OUT045,1461.0
NCU18,OUT010,301.0
NCR54,OUT049,3175.0
NCO18,OUT018,2528.0
FDU09,OUT045,953.0
FDT13,OUT018,2702.0
FDE09,OUT046,1811.0
NCK53,OUT019,-275.0
FDG45,OUT049,3467.0
DRH15,OUT035,889.0
FDO21,OUT019,1716.0
FDD14,OUT027,4319.0
FDC09,OUT046,1706.0
FDH45,OUT027,2191.0
FDV32,OUT046,1048.0
FDG12,OUT035,2165.0
FDS32,OUT013,2310.0
NCL55,OUT018,3680.0
DRE01,OUT035,3961.0
DRE15,OUT049,1359.0
NCL42,OUT045,3881.0
FDP31,OUT013,1082.0
FDN33,OUT018,1244.0
FDZ59,OUT046,2645.0
FDE45,OUT010,919.0
FDJ07,OUT013,1934.0
FDQ45,OUT018,2716.0
FDM33,OUT027,4907.0
FDO15,OUT010,-629.0
FDM46,OUT013,1466.0
FDR03,OUT045,3325.0
FDY49,OUT018,2414.0
FDQ60,OUT045,1913.0
FDW10,OUT049,2899.0
FDO51,OUT049,903.0
FDJ40,OUT018,1508.0
FDS20,OUT018,2604.0
FDU45,OUT013,1870.0
FDV02,OUT035,2861.0
FDN09,OUT046,3845.0
NCM55,OUT027,4383.0
FDN23,OUT018,2058.0
FDY31,OUT010,387.0
FDW03,OUT010,-157.0
FDD14,OUT046,2865.0
FDV23,OUT017,2093.0
DRI03,OUT045,2785.0
FDN13,OUT035,1725.0
FDF45,OUT027,2489.0
FDU46,OUT035,1637.0
FDB57,OUT049,3679.0
FDV12,OUT049,1751.0
FDQ58,OUT013,2470.0
NCA18,OUT017,1933.0
FDH52,OUT049,1159.0
FDM24,OUT018,2146.0
NCP43,OUT027,4311.0
NCO18,OUT019,897.0
FDM32,OUT017,1589.0
NCL07,OUT017,733.0
FDK03,OUT013,4058.0
FDP59,OUT017,1777.0
FDQ24,OUT049,4059.0
FDQ16,OUT018,1468.0
FDU44,OUT013,2618.0
FDH28,OUT010,-1255.0
FDV28,OUT019,-1294.0
FDM22,OUT045,925.0
FDR56,OUT046,3139.0
FDV39,OUT049,3251.0
FDU37,OUT019,-566.0
FDQ11,OUT010,2135.0
FDX02,OUT045,3525.0
NCS42,OUT018,1180.0
FDY57,OUT027,2997.0
FDB21,OUT049,3899.0
FDE28,OUT017,3761.0
FDQ55,OUT017,1973.0
FDA48,OUT049,3607.0
FDZ19,OUT045,2737.0
NCC43,OUT045,3953.0
NCV18,OUT046,1293.0
NCA42,OUT018,2252.0
FDY45,OUT046,4079.0
NCC30,OUT045,2817.0
FDM57,OUT013,1438.0
FDL09,OUT010,725.0
FDB09,OUT027,3429.0
FDT44,OUT035,2053.0
NCT06,OUT027,4051.0
FDX26,OUT049,2999.0
FDK32,OUT013,2514.0
DRA12,OUT046,2291.0
FDO46,OUT010,1143.0
FDE52,OUT013,1490.0
NCH42,OUT045,3609.0
FDV08,OUT035,905.0
FDB47,OUT018,3036.0
FDC28,OUT010,-119.0
FDD22,OUT046,1805.0
FDS07,OUT027,3289.0
DRI13,OUT045,3425.0
FDG32,OUT018,3192.0
FDU14,OUT017,4061.0
FDD28,OUT019,-902.0
NCP41,OUT017,1845.0
FDS08,OUT049,2871.0
FDX47,OUT045,2537.0
FDC53,OUT019,-268.0
FDQ19,OUT035,4045.0
FDL14,OUT045,2497.0
FDM33,OUT019,1594.0
FDA51,OUT045,1813.0
FDZ27,OUT018,542.0
FDT04,OUT046,690.0
DRC13,OUT049,2155.0
FDR16,OUT027,4879.0
FDQ03,OUT027,5227.0
FDE38,OUT035,2833.0
DRH23,OUT027,2329.0
FDT11,OUT019,1130.0
FDD09,OUT035,3037.0
FDR40,OUT045,1377.0
FDX07,OUT017,3093.0
FDR07,OUT035,1709.0
FDA51,OUT017,1937.0
FDT59,OUT019,1768.0
FDF20,OUT017,3185.0
FDR13,OUT045,1873.0
FDY26,OUT049,3483.0
FDW04,OUT017,2229.0
FDK52,OUT017,3685.0
FDN60,OUT049,2583.0
FDM09,OUT019,834.0
FDP46,OUT049,1531.0
FDB50,OUT019,-680.0
NCQ29,OUT049,4159.0
FDP16,OUT027,5325.0
FDX33,OUT018,2302.0
FDP07,OUT010,1129.0
FDN22,OUT046,4006.0
FDF39,OUT049,4299.0
FDS21,OUT017,1141.0
NCM42,OUT013,1734.0
FDK50,OUT019,728.0
DRF13,OUT027,3787.0
FDH35,OUT018,2320.0
FDP60,OUT018,1342.0
DRJ49,OUT027,3539.0
NCT42,OUT019,465.0
FDE38,OUT049,2767.0
FDI04,OUT049,3283.0
NCH54,OUT045,2465.0
FDT56,OUT049,1087.0
DRD15,OUT018,3364.0
FDV58,OUT013,3074.0
FDP21,OUT049,3119.0
FDH05,OUT013,3734.0
FDR10,OUT027,4025.0
NCP06,OUT045,2353.0
FDF33,OUT049,1827.0
DRK37,OUT013,3006.0
DRH49,OUT045,1349.0
FDT58,OUT013,2670.0
FDD41,OUT018,1424.0
FDP40,OUT018,1530.0
FDM51,OUT027,3141.0
FDO45,OUT010,-471.0
FDW33,OUT010,-239.0
FDY24,OUT045,905.0
FDB10,OUT010,1841.0
FDM40,OUT035,2397.0
NCI06,OUT017,2941.0
FDW12,OUT019,450.0
FDX48,OUT027,3955.0
NCW05,OUT027,3115.0
FDX27,OUT017,1661.0
DRM37,OUT045,3101.0
FDA38,OUT045,3809.0
FDR36,OUT046,694.0
FDZ45,OUT046,3148.0
FDG05,OUT017,2669.0
FDK28,OUT013,4098.0
FDV47,OUT045,1377.0
FDN21,OUT045,2537.0
FDP20,OUT027,3483.0
FDI35,OUT045,2877.0
DRY23,OUT013,754.0
FDA56,OUT017,2069.0
FDB09,OUT013,1982.0
NCO26,OUT027,3299.0
FDQ49,OUT018,2254.0
FDI52,OUT027,3387.0
FDZ44,OUT027,3323.0
FDZ09,OUT018,2302.0
FDY03,OUT049,1947.0
NCG42,OUT017,2165.0
DRI13,OUT027,4899.0
FDQ32,OUT013,2074.0
FDW16,OUT035,1677.0
FDU27,OUT046,796.0
FDR28,OUT010,729.0
FDQ49,OUT010,653.0
FDS37,OUT046,1866.0
FDW26,OUT018,3220.0
FDX12,OUT018,3598.0
NCP06,OUT013,2410.0
FDW45,OUT010,399.0
NCN30,OUT049,1623.0
FDN24,OUT049,951.0
NCL41,OUT027,1987.0
FDR02,OUT019,-136.0
FDD09,OUT010,983.0
FDS33,OUT010,-533.0
FDU22,OUT045,1893.0
FDI53,OUT013,2630.0
DRH01,OUT049,2863.0
FDX32,OUT013,2338.0
NCP30,OUT018,372.0
FDB60,OUT045,3093.0
FDB14,OUT049,1643.0
NCP02,OUT035,1101.0
FDJ10,OUT017,2349.0
FDG34,OUT046,1831.0
NCB18,OUT017,1493.0
FDM16,OUT049,1363.0
FDW25,OUT018,1072.0
FDB35,OUT010,-419.0
DRN11,OUT013,2258.0
FDF41,OUT019,1966.0
FDH16,OUT045,1405.0
NCQ50,OUT018,3084.0
DRH23,OUT018,596.0
DRJ37,OUT013,2426.0
DRJ24,OUT027,4335.0
FDY16,OUT035,3129.0
FDQ27,OUT045,1733.0
FDZ33,OUT045,2341.0
FDF29,OUT045,2141.0
FDA08,OUT049,2751.0
FDG31,OUT046,1073.0
FDE34,OUT019,948.0
NCR30,OUT027,2623.0
FDV33,OUT035,4305.0
DRZ24,OUT018,1620.0
NCL54,OUT035,2933.0
FDR12,OUT049,2895.0
NCC54,OUT046,3791.0
DRN59,OUT013,774.0
FDX50,OUT019,-154.0
FDV31,OUT027,4265.0
NCA29,OUT027,4183.0
FDW60,OUT049,2971.0
FDX08,OUT017,2993.0
DRD49,OUT013,3710.0
FDD33,OUT046,3660.0
FDW35,OUT013,738.0
FDJ36,OUT017,1769.0
FDV51,OUT035,2813.0
FDW36,OUT046,1705.0
FDH35,OUT046,2633.0
NCS30,OUT027,3515.0
FDN49,OUT017,757.0
FDL08,OUT018,3616.0
FDI09,OUT013,3854.0
FDP19,OUT018,1754.0
FDU21,OUT010,-1335.0
NCP41,OUT045,1705.0
FDY10,OUT013,1822.0
FDP12,OUT018,376.0
NCN26,OUT049,1975.0
FDK44,OUT013,2774.0
FDC28,OUT049,1867.0
FDJ41,OUT027,5605.0
NCT29,OUT035,2117.0
NCH42,OUT019,1701.0
FDU60,OUT018,2418.0
FDS02,OUT045,3085.0
FDC51,OUT046,2039.0
FDU03,OUT013,2962.0
FDX39,OUT045,3385.0
NCY05,OUT010,-1319.0
NCL06,OUT027,5527.0
FDD32,OUT035,1517.0
NCN41,OUT045,1929.0
NCX53,OUT049,2367.0
FDU57,OUT019,502.0
FDQ23,OUT046,1679.0
FDQ52,OUT045,3897.0
FDC14,OUT045,713.0
FDY09,OUT035,2981.0
FDQ28,OUT045,2521.0
FDV25,OUT046,3509.0
FDJ07,OUT035,2045.0
DRB25,OUT049,1779.0
FDK52,OUT019,1670.0
FDY52,OUT027,2499.0
FDB28,OUT046,3121.0
FDT36,OUT035,773.0
FDV25,OUT017,3617.0
NCN07,OUT027,3511.0
FDC57,OUT017,3197.0
FDQ03,OUT018,3500.0
FDU23,OUT017,2769.0
NCX41,OUT035,3533.0
NCD06,OUT035,909.0
FDW08,OUT045,1681.0
NCU29,OUT017,2397.0
NCE06,OUT013,2546.0
FDV52,OUT010,-23.0
FDB02,OUT017,2957.0
NCR18,OUT045,705.0
FDK16,OUT049,1603.0
NCQ29,OUT010,2125.0
FDZ01,OUT019,-176.0
FDW27,OUT035,2685.0
FDD17,OUT018,3478.0
FDW39,OUT013,2906.0
DRH59,OUT045,1161.0
FDS52,OUT013,1662.0
FDU40,OUT027,4537.0
NCF54,OUT013,2758.0
FDH46,OUT045,1689.0
NCP14,OUT049,1731.0
FDH50,OUT049,3063.0
DRF15,OUT010,527.0
FDV27,OUT027,2899.0
NCJ06,OUT049,2011.0
FDN02,OUT018,2954.0
FDQ51,OUT049,943.0
FDQ07,OUT017,3653.0
FDS45,OUT049,1839.0
NCJ06,OUT045,1905.0
FDD36,OUT035,2053.0
FDY25,OUT045,2905.0
FDU52,OUT046,2470.0
DRK47,OUT017,3669.0
NCL30,OUT017,2141.0
FDN22,OUT035,4181.0
NCF30,OUT027,3415.0
FDK03,OUT035,4253.0
FDT45,OUT017,1005.0
NCC54,OUT027,5195.0
FDP08,OUT018,2830.0
FDU44,OUT046,2640.0
DRG39,OUT035,1033.0
FDU32,OUT049,2075.0
FDY27,OUT049,2947.0
NCP54,OUT013,1986.0
NCZ41,OUT049,2123.0
DRL49,OUT013,2286.0
FDI05,OUT018,968.0
FDY56,OUT045,3609.0
DRC13,OUT013,2078.0
NCV29,OUT017,2941.0
FDR24,OUT049,1579.0
FDZ34,OUT018,2752.0
FDP37,OUT035,2149.0
FDX08,OUT027,4319.0
FDS57,OUT045,2229.0
NCG18,OUT049,1747.0
FDK25,OUT018,2404.0
FDH53,OUT049,1491.0
DRI59,OUT018,3248.0
FDA52,OUT046,2838.0
FDT20,OUT010,-1273.0
FDE36,OUT019,744.0
FDI24,OUT017,2857.0
FDB28,OUT018,2850.0
FDV11,OUT017,2949.0
FDP01,OUT046,2497.0
FDD34,OUT027,4031.0
FDJ50,OUT027,2311.0
FDZ44,OUT013,1914.0
DRO59,OUT035,1381.0
DRB48,OUT045,697.0
FDR21,OUT018,2482.0
NCE42,OUT010,1817.0
FDO23,OUT046,1481.0
NCE30,OUT018,3048.0
FDQ22,OUT035,813.0
FDY01,OUT045,1845.0
FDS08,OUT017,2909.0
FDG28,OUT018,3672.0
FDQ51,OUT018,586.0
FDB05,OUT017,4025.0
FDO56,OUT049,2011.0
FDE02,OUT018,1170.0
FDN45,OUT017,3601.0
FDS09,OUT013,866.0
NCA54,OUT018,2580.0
FDP09,OUT010,1449.0
FDC53,OUT045,1585.0
NCM55,OUT017,3037.0
FDL09,OUT018,2412.0
FDA11,OUT019,-396.0
FDA50,OUT045,1489.0
FDC23,OUT017,2953.0
FDE22,OUT049,2631.0
FDD23,OUT046,3019.0
NCA29,OUT049,2843.0
FDK38,OUT046,2351.0
DRC13,OUT046,2007.0
NCP43,OUT049,2939.0
FDX28,OUT049,1707.0
FDF08,OUT049,1595.0
FDZ33,OUT046,2370.0
FDD10,OUT049,2995.0
FDO58,OUT017,2677.0
FDI50,OUT017,3797.0
FDO58,OUT045,2621.0
FDX08,OUT013,2898.0
NCK17,OUT010,-1227.0
FDF39,OUT035,4373.0
FDU45,OUT010,-77.0
NCJ18,OUT018,1532.0
DRC27,OUT019,1968.0
DRC25,OUT035,1533.0
FDU59,OUT035,2709.0
FDU28,OUT035,3209.0
NCP30,OUT046,685.0
FDB39,OUT018,618.0
FDE41,OUT013,1474.0
DRH11,OUT010,-1029.0
FDA58,OUT045,3717.0
FDU50,OUT046,1905.0
FDM34,OUT013,2086.0
FDM44,OUT027,3083.0
FDR39,OUT045,2897.0
FDM25,OUT045,2821.0
FDQ49,OUT049,2643.0
DRH25,OUT018,580.0
FDM09,OUT027,4189.0
FDL44,OUT019,686.0
NCR42,OUT018,252.0
DRL59,OUT046,867.0
FDX43,OUT013,2702.0
DRK47,OUT010,1647.0
FDU48,OUT018,1804.0
FDY12,OUT045,841.0
NCN43,OUT018,1672.0
NCM55,OUT018,2608.0
FDQ21,OUT027,3429.0
FDX13,OUT035,4133.0
NCK30,OUT027,5427.0
FDG20,OUT049,2907.0
DRG27,OUT017,741.0
FDY14,OUT018,3870.0
FDP59,OUT035,1857.0
FDU60,OUT017,2833.0
NCC18,OUT019,753.0
DRJ39,OUT017,3537.0
FDS07,OUT049,1919.0
FDM08,OUT027,5019.0
FDP51,OUT045,1945.0
FDU16,OUT035,1553.0
FDH12,OUT013,1710.0
DRE48,OUT010,1209.0
NCL42,OUT027,5299.0
FDR21,OUT045,2793.0
NCW29,OUT035,2253.0
FDO11,OUT013,4030.0
NCM31,OUT049,2339.0
FDV35,OUT019,526.0
FDF58,OUT017,1125.0
NCE43,OUT049,2751.0
FDA02,OUT035,2509.0
DRL37,OUT010,-1177.0
FDR24,OUT018,1222.0
FDW59,OUT049,1455.0
FDS22,OUT049,907.0
FDW24,OUT017,913.0
FDU24,OUT035,1725.0
FDA21,OUT027,4425.0
FDH58,OUT027,3341.0
FDW36,OUT018,1372.0
FDI45,OUT027,4195.0
FDU01,OUT018,2724.0
FDF35,OUT027,3163.0
FDU43,OUT019,1914.0
FDE24,OUT019,366.0
FDK50,OUT049,2707.0
FDG31,OUT045,1021.0
FDC60,OUT045,1461.0
FDL36,OUT013,1462.0
FDP21,OUT013,3078.0
FDW16,OUT045,1489.0
FDX02,OUT017,3653.0
FDQ58,OUT027,3939.0
FDT51,OUT046,1832.0
FDD59,OUT049,1439.0
NCM42,OUT018,1452.0
FDA57,OUT018,394.0
FDZ48,OUT035,1957.0
FDE46,OUT045,2421.0
NCZ30,OUT019,39.0
FDB56,OUT017,3137.0
FDA25,OUT027,3171.0
FDD20,OUT013,2038.0
FDL25,OUT013,1534.0
NCO18,OUT049,2903.0
FDJ45,OUT017,673.0
FDR12,OUT035,2921.0
NCF19,OUT010,-1149.0
FDK25,OUT046,2658.0
NCR17,OUT046,1829.0
FDC52,OUT046,2489.0
NCA54,OUT017,2957.0
FDR45,OUT010,1893.0
NCM19,OUT049,1923.0
FDF39,OUT027,5671.0
FDX23,OUT049,1659.0
FDD58,OUT027,3037.0
FDX28,OUT013,1642.0
NCD31,OUT013,2602.0
FDU57,OUT018,2138.0
FDI27,OUT046,816.0
NCM42,OUT046,1729.0
FDD32,OUT027,2811.0
FDI34,OUT013,3678.0
NCM29,OUT049,2175.0
