Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCU05,OUT013,1377.5909679404467
FDT39,OUT018,2200.209713939599
FDK60,OUT017,1723.8102491353445
FDZ25,OUT017,2810.620473738573
FDG12,OUT046,1996.6753845671672
DRB01,OUT019,1082.17535363166
NCC43,OUT027,5256.679858345353
FDX13,OUT019,1978.4597419199317
FDM22,OUT049,1100.181761390249
FDJ03,OUT027,2353.335996026063
FDU14,OUT018,3605.7258395733643
FDB33,OUT010,672.9222500761144
FDP27,OUT046,2974.938972451502
FDO38,OUT010,-582.1763164259244
FDE28,OUT027,5038.756089069462
FDO27,OUT035,1728.5902490187063
DRL23,OUT027,3167.814114591642
FDS28,OUT046,1026.8532488877531
FDX24,OUT013,1576.090367391905
FDZ02,OUT035,1784.2325774706985
FDL46,OUT045,1839.2109989743867
FDS60,OUT027,4249.329242185951
NCO06,OUT017,718.3811289117483
FDO16,OUT035,1575.7669475701098
FDC60,OUT049,1593.8231906523263
FDA48,OUT018,3144.4764305848685
FDZ36,OUT027,4384.065380229378
FDK27,OUT045,1908.2610422583361
FDW23,OUT018,472.53643193058804
FDM14,OUT018,1542.2076435391414
FDM14,OUT013,1814.5195614187373
FDW60,OUT018,2583.0999980976435
FDE21,OUT013,1936.9306700262864
NCM42,OUT035,1909.798792052601
FDY59,OUT010,-324.3928682980204
DRI49,OUT049,1412.0068544378155
FDT28,OUT019,535.7202496634862
FDQ22,OUT018,493.49455074031664
FDR60,OUT049,1379.7782523388887
FDC50,OUT019,-341.53014484120183
FDV24,OUT013,2419.6991033279414
DRF48,OUT010,1114.3450263148447
FDQ47,OUT046,720.4520826108961
DRN36,OUT049,1683.7619574423943
NCY06,OUT035,2186.7614860168865
FDE52,OUT035,1668.2717363538118
NCB54,OUT045,1960.1225716275062
NCF31,OUT035,2544.426598315898
FDJ08,OUT027,4389.709519170796
NCC07,OUT017,1827.7213729789764
NCD19,OUT027,2336.7486341209237
FDL46,OUT049,2029.1166038108058
FDM20,OUT045,3747.597533184861
NCI06,OUT010,943.437029441675
DRM11,OUT035,4122.583161207598
NCH07,OUT018,2217.4003393995863
FDS23,OUT013,2099.81136004899
FDO49,OUT018,670.6711976104883
FDS35,OUT049,1217.58921712751
DRK39,OUT045,1286.2525680249962
DRI39,OUT049,1100.1789967275529
FDV04,OUT017,2625.578911739771
NCN14,OUT035,2975.7850022687912
FDH08,OUT013,3642.438523560741
FDS20,OUT046,2869.6024353488456
FDV40,OUT049,1380.6278733080778
FDZ48,OUT010,-86.17998945375007
FDS24,OUT027,2930.9309533278833
FDK44,OUT049,2828.947791661675
FDS48,OUT045,2339.1602025131615
FDK26,OUT010,1103.3211944340128
FDD23,OUT045,2937.048680730645
NCH54,OUT017,2634.789749249274
NCP14,OUT010,-188.13903671406047
FDM60,OUT010,-1101.9397975289878
FDV24,OUT017,2477.5634783226074
FDH08,OUT018,3307.973121227502
FDS12,OUT027,3455.7945108701556
FDR39,OUT027,4256.51682226157
FDP12,OUT027,2171.129486327994
DRF60,OUT027,5054.120342362532
FDC09,OUT035,1883.6688853924286
FDF50,OUT018,2794.330845136511
FDG28,OUT035,3950.351477185142
NCE19,OUT017,1057.7492037237846
NCM53,OUT010,-134.7882022804099
NCN18,OUT049,1869.522164437097
FDF32,OUT035,3238.7842630033633
FDF11,OUT013,3793.576417524624
DRI59,OUT049,3568.967563162627
NCG54,OUT035,2781.293112830805
FDM44,OUT046,1677.9002275493817
FDT57,OUT018,3414.1185725353594
FDV24,OUT046,2369.9205523475866
FDI50,OUT019,1709.5065609404828
FDS09,OUT035,1104.5311687342687
NCC31,OUT027,3860.427900765156
FDQ07,OUT019,1568.8799470059735
FDC22,OUT017,3128.041290944735
FDZ56,OUT046,2686.217967659619
FDZ40,OUT019,-888.4463779284981
FDS46,OUT027,3390.9769540072343
DRD24,OUT045,2177.749262235111
FDV45,OUT017,3076.7897656672876
FDL26,OUT045,2402.439256860904
FDA56,OUT018,1739.7905564131277
FDN27,OUT046,1901.5175381556626
FDM20,OUT049,3894.0481763098333
FDO16,OUT017,1507.8582850648143
FDL03,OUT035,3249.933389539858
FDE58,OUT046,1866.2065613831398
FDI02,OUT027,3274.8763929577167
NCC55,OUT019,-1193.0975539759352
FDR03,OUT018,2989.1755276353965
FDB14,OUT017,1663.0790165894553
FDR45,OUT013,3771.8202291120033
NCN07,OUT017,2179.2248518711617
FDM51,OUT019,-146.75969169233304
FDT52,OUT027,5263.555770475372
FDL26,OUT046,2437.188074574092
NCZ42,OUT046,3677.8267085352286
DRI47,OUT019,455.1244754688639
FDW40,OUT013,2321.5765421682886
FDN34,OUT046,2710.4599965030193
FDS01,OUT035,2961.8860282152887
NCG55,OUT045,1787.1816299634088
FDC11,OUT035,1579.307022726754
FDX35,OUT018,3288.5020531570635
NCB06,OUT046,2504.5877510097826
FDR09,OUT019,2145.3953415110495
FDC53,OUT017,1723.7120475922334
FDY45,OUT013,3989.6189928133076
FDA22,OUT010,755.8041048486053
FDE02,OUT035,1702.7408672644287
FDW21,OUT045,1637.9961840966578
FDV34,OUT046,1307.2601628758011
FDS59,OUT049,1937.492299874414
NCW17,OUT017,2148.3550970237293
NCK54,OUT046,1805.924573856822
FDG17,OUT019,1965.3378105035617
FDG35,OUT017,2884.4957919751528
FDD08,OUT010,-1134.1992671122052
NCO07,OUT017,3381.750209353141
FDJ10,OUT010,409.52686045296434
FDW36,OUT017,1812.4617468008635
FDW21,OUT010,-105.02065480500141
FDY19,OUT017,2024.5953648477741
DRE03,OUT013,888.3421121683948
NCC55,OUT049,786.7666633784833
FDH52,OUT010,-727.5059198147113
FDO09,OUT017,4204.178767927009
FDU43,OUT045,3687.012733707443
FDX09,OUT010,883.9336847501146
FDH40,OUT019,-433.5410377289985
FDW58,OUT017,1824.6038491469203
FDC47,OUT017,3624.740572090758
NCR41,OUT035,1674.940067344488
DRG49,OUT035,3913.512675270725
FDC52,OUT027,3893.655960310138
FDY13,OUT046,1276.7527803024536
FDY35,OUT013,914.7501120705955
FDI35,OUT017,2961.4507429901787
NCU18,OUT049,2342.7403395762594
FDY33,OUT018,2274.316127519766
FDC15,OUT027,3894.33565132222
FDU01,OUT049,3082.816382292423
NCU42,OUT046,2650.066666688286
NCV29,OUT018,2513.678816619351
NCY30,OUT017,2960.653546039373
FDQ46,OUT049,1913.4531890452527
FDG58,OUT027,3894.1806873770997
FDK33,OUT017,3447.118814814596
NCD07,OUT045,1757.27741525654
NCX29,OUT027,3698.0973034897365
NCT42,OUT013,2381.289375078411
DRN59,OUT035,948.5957153470133
FDI44,OUT035,1465.7279801609682
FDA45,OUT049,2868.266810502084
FDP31,OUT045,1088.5260000109033
FDY01,OUT046,1874.199666096979
FDT09,OUT018,1922.8417743882735
DRH03,OUT027,2973.078550464166
FDA36,OUT018,2683.353394205584
NCF31,OUT017,2514.9671719225967
FDG14,OUT049,2548.495271765943
FDG28,OUT027,5255.115760192408
FDU14,OUT049,3974.7168712805733
FDY47,OUT019,276.2273586495337
FDI56,OUT049,1604.7125223336238
DRD01,OUT013,1057.277902408387
FDM22,OUT046,1015.6005332054909
FDH33,OUT013,805.4066028917011
DRZ24,OUT013,1906.3141994537752
NCQ38,OUT046,1706.8170158685252
FDO16,OUT027,2847.8321184597535
FDU07,OUT027,3802.9797274113594
NCB07,OUT013,3052.306435829026
FDU48,OUT045,2070.4722711260783
NCM43,OUT045,2538.892276980574
FDR31,OUT010,477.8109669695624
DRK49,OUT018,486.92951648746384
NCI30,OUT010,1891.7198795991685
DRD60,OUT017,2936.1058735379565
NCG19,OUT046,3591.621327131283
FDH12,OUT035,1864.1796741057726
FDM32,OUT035,1665.0068292335839
FDM27,OUT035,2628.657248395845
NCU53,OUT027,4015.9917029195035
NCQ18,OUT046,1583.2920640467876
FDS10,OUT013,2856.326865130439
FDB33,OUT027,3942.502168020242
FDI12,OUT013,1499.817951519333
NCW42,OUT013,3453.7841409691086
NCC06,OUT018,1794.5715809709368
FDW02,OUT017,2171.320030024631
NCD43,OUT017,1794.4516721255402
FDM57,OUT018,1169.8893387135552
FDA58,OUT017,3748.0238841705113
FDK56,OUT046,2869.1169789289
FDP52,OUT045,3566.3696596867894
FDW20,OUT018,1742.2775728978468
FDS52,OUT049,1776.8121987507516
NCT29,OUT018,1649.8973465852516
NCL54,OUT013,2751.0224137183386
FDC05,OUT045,3073.8609233330712
FDF34,OUT035,3278.560748229756
FDP03,OUT027,3471.8858982336783
FDD32,OUT010,-433.81416457987564
FDZ10,OUT045,1993.9576366540014
FDZ40,OUT035,1122.4814557432803
FDD51,OUT018,518.048445632275
NCY30,OUT019,945.0063826085201
FDP58,OUT017,3468.7710916866426
FDV49,OUT017,4194.119735875975
FDY24,OUT019,-942.3719336493605
NCO55,OUT017,1824.522529196014
FDR13,OUT017,2050.8987191383894
FDS51,OUT017,1190.5179705372016
FDP26,OUT045,1616.161093482776
NCB54,OUT027,3479.7722507791136
FDF32,OUT017,3167.711080113184
FDN31,OUT018,2701.71648433643
DRM48,OUT017,766.2078136421966
FDN20,OUT049,2775.914186634245
DRL01,OUT046,3623.169004634171
FDV56,OUT049,1913.2648794875806
DRH13,OUT027,3173.299222445749
FDA03,OUT017,2463.0035080316497
FDF47,OUT027,4893.2898504596415
FDX32,OUT046,2355.2006083421065
FDX57,OUT049,1736.0911736505902
NCA30,OUT045,2873.2643968359316
FDO49,OUT013,974.1207307776707
FDL04,OUT019,-169.21655992575438
DRM48,OUT035,825.3863857811612
FDR16,OUT013,3367.5884048680728
NCC19,OUT018,2711.554314582619
NCE42,OUT045,3570.983379616896
FDY24,OUT017,1091.8186347652527
FDH19,OUT049,2878.7712712471125
FDJ46,OUT013,2758.8500223286983
FDN45,OUT010,1587.9988730506393
FDY08,OUT035,2398.9241705013496
FDZ37,OUT035,1627.3030439864037
NCT30,OUT045,777.6654229126837
DRY23,OUT018,527.7939456178636
NCZ30,OUT018,1683.168816496589
FDC44,OUT018,1543.5980077913237
FDB45,OUT035,1873.4473511361612
FDY04,OUT013,2668.5895345028025
FDM27,OUT046,2525.9117577983416
FDZ43,OUT017,3878.148164767258
FDT39,OUT019,599.7179955758592
NCC06,OUT019,168.38914873178555
FDL15,OUT027,3875.749716198167
FDL57,OUT017,4123.603137761735
FDU08,OUT046,1628.2682800203936
FDK40,OUT017,4160.905746191333
FDQ12,OUT010,1698.7557386690041
FDS48,OUT017,2507.111164901203
FDP09,OUT045,3260.6432881670357
FDW21,OUT049,1775.5595906587812
FDY25,OUT035,2982.659333243137
DRE13,OUT017,1524.768506853943
FDV43,OUT019,-1077.8954349137612
FDD22,OUT045,1750.6499835928948
FDM46,OUT019,-371.4045503342435
NCO30,OUT010,1014.1747773018325
FDM25,OUT046,2774.843817127392
NCN41,OUT049,2068.931689158476
FDU24,OUT045,1487.2070214225332
FDZ50,OUT046,2918.1655055562205
FDP45,OUT013,3978.4232897753286
NCM54,OUT045,1946.952677121612
FDW10,OUT019,869.907158461954
FDP20,OUT017,2163.5543460827766
FDK32,OUT046,2436.600093292968
FDN52,OUT049,1590.6733559769286
FDM58,OUT045,1787.265450893354
FDZ46,OUT027,3224.6229778063393
NCA18,OUT018,1610.5062563004599
FDD35,OUT046,1959.7430650502718
NCK31,OUT035,1028.0626783688313
FDI40,OUT027,3104.5514286683665
FDT50,OUT019,-243.64375123464458
NCT06,OUT046,2573.1880303294997
FDT31,OUT035,3112.6229721161576
FDT45,OUT049,1049.7138355940142
FDT13,OUT045,2881.700121067445
FDO50,OUT045,1430.4681705165367
NCU18,OUT010,353.66617686669383
NCR54,OUT049,3115.3873398606715
NCO18,OUT018,2529.3183815508423
FDU09,OUT045,979.1872747161937
FDT13,OUT018,2684.9508747710115
FDE09,OUT046,1833.1442384201137
NCK53,OUT019,-229.60177459381202
FDG45,OUT049,3413.795753984286
DRH15,OUT035,931.8764826584329
FDO21,OUT019,1679.2543003874562
FDD14,OUT027,4296.902701962816
FDC09,OUT046,1736.004366522404
FDH45,OUT027,2262.6090379967654
FDV32,OUT046,1119.196475518911
FDG12,OUT035,2099.91683908698
FDS32,OUT013,2327.8750363562463
NCL55,OUT018,3574.407901981479
DRE01,OUT035,3864.457449212013
DRE15,OUT049,1387.7809680696196
NCL42,OUT045,3736.2412480158932
FDP31,OUT013,1161.2494741223686
FDN33,OUT018,1305.9572521374314
FDZ59,OUT046,2637.2910397197315
FDE45,OUT010,932.375767044071
FDJ07,OUT013,1960.8881985899523
FDQ45,OUT018,2671.542661674455
FDM33,OUT027,4823.181377433271
FDO15,OUT010,-519.5316104008457
FDM46,OUT013,1551.2818344816478
FDR03,OUT045,3190.3820109666626
FDY49,OUT018,2423.7216365354393
FDQ60,OUT045,1893.0089108032432
FDW10,OUT049,2873.39982460204
FDO51,OUT049,967.2908725972354
FDJ40,OUT018,1553.0234089956189
FDS20,OUT018,2598.1211710024277
FDU45,OUT013,1922.2575906831357
FDV02,OUT035,2815.05264898001
FDN09,OUT046,3749.9642765307267
NCM55,OUT027,4326.67994922298
FDN23,OUT018,2075.766255327999
FDY31,OUT010,450.59064282500196
FDW03,OUT010,-72.08398223874497
FDD14,OUT046,2856.2589765100806
FDV23,OUT017,2110.9640468249913
DRI03,OUT045,2682.816305423241
FDN13,OUT035,1759.123542504466
FDF45,OUT027,2526.5392182365617
FDU46,OUT035,1660.0524792088622
FDB57,OUT049,3617.938325945561
FDV12,OUT049,1781.1771670479873
FDQ58,OUT013,2424.5598564743323
NCA18,OUT017,1958.696875447477
FDH52,OUT049,1217.3359081127833
FDM24,OUT018,2152.8103966361277
NCP43,OUT027,4255.599423417363
NCO18,OUT019,905.091143137602
FDM32,OUT017,1616.246603601127
NCL07,OUT017,802.6895615534494
FDK03,OUT013,3991.6547219065624
FDP59,OUT017,1832.0636733154138
FDQ24,OUT049,3974.964953276667
FDQ16,OUT018,1533.914703239041
FDU44,OUT013,2625.3583599771855
FDH28,OUT010,-1126.253451148049
FDV28,OUT019,-1201.544866592445
FDM22,OUT045,947.8110103134721
FDR56,OUT046,3097.4750071206645
FDV39,OUT049,3184.086577488676
FDU37,OUT019,-507.38317026109473
FDQ11,OUT010,2180.8035272102943
FDX02,OUT045,3412.886044008629
NCS42,OUT018,1243.8971602544593
FDY57,OUT027,3013.9669705909578
FDB21,OUT049,3820.1507491052976
FDE28,OUT017,3683.5231279124573
FDQ55,OUT017,1995.5099212162427
FDA48,OUT049,3546.9699141925275
FDZ19,OUT045,2679.066814199261
NCC43,OUT045,3797.607872311816
NCV18,OUT046,1335.1769357612568
NCA42,OUT018,2217.879144201557
FDY45,OUT046,3949.756560933087
NCC30,OUT045,2735.515411387382
FDM57,OUT013,1505.9330926612283
FDL09,OUT010,775.3399852937788
FDB09,OUT027,3447.5693867702653
FDT44,OUT035,2054.6729059917284
NCT06,OUT027,3994.4691141563558
FDX26,OUT049,2976.9027159564575
FDK32,OUT013,2507.0895810025913
DRA12,OUT046,2240.776519290953
FDO46,OUT010,1115.3562911576369
FDE52,OUT013,1518.5310558821839
NCH42,OUT045,3496.790525420956
FDV08,OUT035,912.2160899706232
FDB47,OUT018,3020.195806363764
FDC28,OUT010,-105.7869491525737
FDD22,OUT046,1837.227649516923
FDS07,OUT027,3270.8653449071435
DRI13,OUT045,3300.9113597714836
FDG32,OUT018,3176.4387874215813
FDU14,OUT017,3975.2500715658152
FDD28,OUT019,-864.2582354433404
NCP41,OUT017,1880.639600821765
FDS08,OUT049,2867.5709543717653
FDX47,OUT045,2490.8217727937067
FDC53,OUT019,-184.80325277199222
FDQ19,OUT035,3926.210718500965
FDL14,OUT045,2452.769828849943
FDM33,OUT019,1544.425762353519
FDA51,OUT045,1789.5036120901275
FDZ27,OUT018,619.0964602605948
FDT04,OUT046,745.3742748743177
DRC13,OUT049,2124.169557501762
FDR16,OUT027,4791.021838445895
FDQ03,OUT027,5115.97589118197
FDE38,OUT035,2800.052980269947
DRH23,OUT027,2381.289993347159
FDT11,OUT019,1138.6022720084948
FDD09,OUT035,2974.3518955262493
FDR40,OUT045,1369.1360769723944
FDX07,OUT017,3009.4689973591053
FDR07,OUT035,1749.2950384089954
FDA51,OUT017,1967.4688175343526
FDT59,OUT019,1723.0144875526416
FDF20,OUT017,3171.0750593203834
FDR13,OUT045,1860.9142733481788
FDY26,OUT049,3434.218625207859
FDW04,OUT017,2215.6548522451317
FDK52,OUT017,3615.170425393268
FDN60,OUT049,2589.9675395055733
FDM09,OUT019,862.5845561262848
FDP46,OUT049,1549.7472517259655
FDB50,OUT019,-574.544902068183
NCQ29,OUT049,4060.284273478707
FDP16,OUT027,5232.962491606881
FDX33,OUT018,2309.279141078931
FDP07,OUT010,1233.8529552577443
FDN22,OUT046,3886.095281577687
FDF39,OUT049,4192.906505079836
FDS21,OUT017,1226.3791735354241
NCM42,OUT013,1770.4128933108166
FDK50,OUT019,717.072872911135
DRF13,OUT027,3744.2978858407573
FDH35,OUT018,2324.062315720353
FDP60,OUT018,1345.9324478010788
DRJ49,OUT027,3489.7608262136646
NCT42,OUT019,480.27134729515546
FDE38,OUT049,2758.1960952660456
FDI04,OUT049,3254.6163644781464
NCH54,OUT045,2418.1883575839947
FDT56,OUT049,1174.2523884012955
DRD15,OUT018,3326.199449405791
FDV58,OUT013,3055.273556533239
FDP21,OUT049,3095.328838228672
FDH05,OUT013,3684.660938895665
FDR10,OUT027,3999.3326024197418
NCP06,OUT045,2297.641088944872
FDF33,OUT049,1848.5032441800336
DRK37,OUT013,2969.6041584967556
DRH49,OUT045,1335.8572519719544
FDT58,OUT013,2677.3221190985187
FDD41,OUT018,1475.5705012744486
FDP40,OUT018,1585.3043081676703
FDM51,OUT027,3139.81990114396
FDO45,OUT010,-382.9765649774964
FDW33,OUT010,-153.66208249572605
FDY24,OUT045,924.1695818313332
FDB10,OUT010,1785.6532636831384
FDM40,OUT035,2373.6193530078567
NCI06,OUT017,2927.157816306165
FDW12,OUT019,468.9861242390041
FDX48,OUT027,3937.840578361484
NCW05,OUT027,3126.6213536666023
FDX27,OUT017,1697.2103659316106
DRM37,OUT045,3007.0087539195356
FDA38,OUT045,3696.9497542257345
FDR36,OUT046,779.680123203426
FDZ45,OUT046,3104.0118103418167
FDG05,OUT017,2631.701859079059
FDK28,OUT013,4031.191629359405
FDV47,OUT045,1370.9644659707662
FDN21,OUT045,2472.530887292777
FDP20,OUT027,3475.5387325009765
FDI35,OUT045,2798.17303135155
DRY23,OUT013,849.0728041803184
FDA56,OUT017,2101.329871790854
FDB09,OUT013,2036.0921392432178
NCO26,OUT027,3295.6616094672345
FDQ49,OUT018,2267.7611611674324
FDI52,OUT027,3388.3741835510805
FDZ44,OUT027,3341.895470534532
FDZ09,OUT018,2327.1985291607916
FDY03,OUT049,1987.859466195963
NCG42,OUT017,2162.2802845335773
DRI13,OUT027,4802.778440697741
FDQ32,OUT013,2110.926675333295
FDW16,OUT035,1709.7502364387697
FDU27,OUT046,862.6043919247362
FDR28,OUT010,754.5763244796159
FDQ49,OUT010,676.4745175055187
FDS37,OUT046,1890.7262517539878
FDW26,OUT018,3201.4501996651775
FDX12,OUT018,3505.395709953997
NCP06,OUT013,2414.6806360162773
FDW45,OUT010,448.4179640648914
NCN30,OUT049,1654.2512463431412
FDN24,OUT049,1043.7506674251588
NCL41,OUT027,2054.8148435509156
FDR02,OUT019,-55.7765356082507
FDD09,OUT010,968.7440326630718
FDS33,OUT010,-347.2518270524822
FDU22,OUT045,1860.9446822225227
FDI53,OUT013,2621.742509219875
DRH01,OUT049,2840.966383202228
FDX32,OUT013,2344.2502239519085
NCP30,OUT018,466.98749606714364
FDB60,OUT045,3020.8490335269266
FDB14,OUT049,1675.948501998884
NCP02,OUT035,1149.8244847843216
FDJ10,OUT017,2374.0478219492916
FDG34,OUT046,1841.5473126299587
NCB18,OUT017,1552.783956282835
FDM16,OUT049,1411.669312030269
FDW25,OUT018,1154.9559768088045
FDB35,OUT010,-315.0910494788275
DRN11,OUT013,2267.1463190728855
FDF41,OUT019,1946.4216619107392
FDH16,OUT045,1414.4902644132312
NCQ50,OUT018,3012.476877274606
DRH23,OUT018,694.1908091200223
DRJ37,OUT013,2423.5649933536256
DRJ24,OUT027,4294.8326618962765
FDY16,OUT035,3041.260408054611
FDQ27,OUT045,1700.2634500140862
FDZ33,OUT045,2286.3784667455957
FDF29,OUT045,2103.641559942731
FDA08,OUT049,2722.1792261483556
FDG31,OUT046,1128.7375358992376
FDE34,OUT019,1063.522970615336
NCR30,OUT027,2651.6277590715094
FDV33,OUT035,4177.322150728956
DRZ24,OUT018,1651.8794612730321
NCL54,OUT035,2811.888109857777
FDR12,OUT049,2884.1388536156715
NCC54,OUT046,3712.3771142454452
DRN59,OUT013,855.6928811966123
FDX50,OUT019,-67.90028627948277
FDV31,OUT027,4212.995323559639
NCA29,OUT027,4128.530445146733
FDW60,OUT049,2935.1750176651235
FDX08,OUT017,2986.7156140886746
DRD49,OUT013,3646.5971422700804
FDD33,OUT046,3555.375786801358
FDW35,OUT013,843.8834480803031
FDJ36,OUT017,1816.6862225935172
FDV51,OUT035,2783.5817562079305
FDW36,OUT046,1741.6527700610748
FDH35,OUT046,2602.968165004815
NCS30,OUT027,3483.7638244613777
FDN49,OUT017,860.0226683175698
FDL08,OUT018,3532.20594204724
FDI09,OUT013,3765.4938649122846
FDP19,OUT018,1769.999976415436
FDU21,OUT010,-1182.9437415941593
NCP41,OUT045,1689.1618821006953
FDY10,OUT013,1876.8573860417303
FDP12,OUT018,479.86072257387593
NCN26,OUT049,1948.993339872858
FDK44,OUT013,2764.0729660551206
FDC28,OUT049,1869.114360218058
FDJ41,OUT027,5504.839985600414
NCT29,OUT035,2111.9741968175567
NCH42,OUT019,1667.4918658810557
FDU60,OUT018,2411.7368383912803
FDS02,OUT045,2965.186278749364
FDC51,OUT046,2031.4912133279786
FDU03,OUT013,2933.262226495382
FDX39,OUT045,3286.4793722467557
NCY05,OUT010,-1195.372000743695
NCL06,OUT027,5410.11014019018
FDD32,OUT035,1536.7422252273225
NCN41,OUT045,1903.234604139484
NCX53,OUT049,2342.1206061593157
FDU57,OUT019,549.2769913615251
FDQ23,OUT046,1713.7491216230592
FDQ52,OUT045,3779.553881051092
FDC14,OUT045,744.8916248099978
FDY09,OUT035,2937.3537100259214
FDQ28,OUT045,2462.1995493171394
FDV25,OUT046,3431.951939184259
FDJ07,OUT035,2035.1100556288632
DRB25,OUT049,1819.9404733054544
FDK52,OUT019,1606.8073394725648
FDY52,OUT027,2530.084054160721
FDB28,OUT046,3083.666168723399
FDT36,OUT035,813.3692957622625
FDV25,OUT017,3554.560803832862
NCN07,OUT027,3507.3569294288604
FDC57,OUT017,3180.350674994296
FDQ03,OUT018,3434.948545181952
FDU23,OUT017,2746.4596952318625
NCX41,OUT035,3435.631656997342
NCD06,OUT035,963.8972488382209
FDW08,OUT045,1645.4559950210612
NCU29,OUT017,2402.631553116104
NCE06,OUT013,2554.4913733630287
FDV52,OUT010,43.55712810003888
FDB02,OUT017,2928.6778216923594
NCR18,OUT045,718.5952705980164
FDK16,OUT049,1648.726459196526
NCQ29,OUT010,2065.0316347033017
FDZ01,OUT019,-97.27343290723343
FDW27,OUT035,2643.4941565504582
FDD17,OUT018,3431.4026726532193
FDW39,OUT013,2836.3006449836025
DRH59,OUT045,1149.45868118226
FDS52,OUT013,1729.602229308158
FDU40,OUT027,4495.97801585438
NCF54,OUT013,2755.8291609248727
FDH46,OUT045,1674.469309473382
NCP14,OUT049,1762.139642868709
FDH50,OUT049,3027.2184005752015
DRF15,OUT010,545.5871048442388
FDV27,OUT027,2939.497826998619
NCJ06,OUT049,2034.3084105899445
FDN02,OUT018,2943.819251959255
FDQ51,OUT049,984.2026826883971
FDQ07,OUT017,3602.905843034766
FDS45,OUT049,1880.6940336349367
NCJ06,OUT045,1884.9037633505525
FDD36,OUT035,2057.952995234816
FDY25,OUT045,2800.245947043605
FDU52,OUT046,2448.914546902058
DRK47,OUT017,3606.72069187547
NCL30,OUT017,2140.9990847263243
FDN22,OUT035,4044.135492664094
