Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ36,OUT027,5329.314724444446
FDK27,OUT045,1827.8328454545451
FDW23,OUT018,507.046403669725
FDM14,OUT018,1372.6884907407411
FDM14,OUT013,1649.2997859999991
FDW60,OUT018,3259.56208490566
FDE21,OUT013,1922.149381714286
NCM42,OUT035,1682.212238235294
FDY59,OUT010,219.2185209302325
DRI49,OUT049,1202.6567333333328
FDT28,OUT019,346.8972837209302
FDQ22,OUT018,507.046403669725
FDR60,OUT049,1202.6567333333328
FDC50,OUT019,219.2185209302325
FDV24,OUT013,2503.501336448599
DRF48,OUT010,482.69954262295096
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1573.0706258064515
NCY06,OUT035,1987.251048648648
FDE52,OUT035,1435.9121343750003
NCB54,OUT045,1827.8328454545451
NCF31,OUT035,2286.4132673684217
FDJ08,OUT027,5329.314724444446
NCC07,OUT017,1682.212238235294
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1987.251048648648
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.304032653061
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2142.743570940172
FDO49,OUT018,713.8586545454547
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1435.9121343750003
DRI39,OUT049,796.6402682539682
FDV04,OUT017,2503.501336448599
NCN14,OUT035,3384.1080642424236
FDH08,OUT013,3643.5197259842507
FDS20,OUT046,3384.1080642424236
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,281.48208181818177
FDS24,OUT027,2517.8820884848487
FDK44,OUT049,2552.005235185185
FDS48,OUT045,3053.099877777778
FDK26,OUT010,482.69954262295096
FDD23,OUT045,3391.591252727272
NCH54,OUT017,2644.4778427083343
NCP14,OUT010,219.2185209302325
FDM60,OUT010,92.67548155339806
FDV24,OUT017,2503.501336448599
FDH08,OUT018,3327.95258292683
FDS12,OUT027,3242.0620715328464
FDR39,OUT027,5329.314724444446
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,6280.89088
FDC09,OUT035,1682.212238235294
FDF50,OUT018,2893.8398258992806
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.032388304093
NCM53,OUT010,281.48208181818177
NCN18,OUT049,1879.257011612902
FDF32,OUT035,3130.0049049504933
FDF11,OUT013,3945.432567213115
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.4778427083343
FDM44,OUT046,1573.0706258064515
FDT57,OUT018,3327.95258292683
FDV24,OUT046,2503.501336448599
FDI50,OUT019,584.7577647727273
FDS09,OUT035,713.8586545454547
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,584.7577647727273
FDC22,OUT017,3391.591252727272
FDZ56,OUT046,2644.4778427083343
FDZ40,OUT019,165.91858165137606
FDS46,OUT027,3242.0620715328464
DRD24,OUT045,1827.8328454545451
FDV45,OUT017,2939.348476190476
FDL26,OUT045,3053.099877777778
FDA56,OUT018,1752.25244
FDN27,OUT046,1922.149381714286
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343750003
FDL03,OUT035,3130.0049049504933
FDE58,OUT046,1922.149381714286
FDI02,OUT027,3242.0620715328464
NCC55,OUT019,92.67548155339806
FDR03,OUT018,3327.95258292683
FDB14,OUT017,1284.789766871165
FDR45,OUT013,3945.432567213115
NCN07,OUT017,2243.6695967213113
FDM51,OUT019,219.2185209302325
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.099877777778
NCZ42,OUT046,3945.432567213115
DRI47,OUT019,346.8972837209302
FDW40,OUT013,2309.200798
FDN34,OUT046,3053.099877777778
FDS01,OUT035,2778.5893175257747
NCG55,OUT045,1827.8328454545451
FDC11,OUT035,1284.789766871165
FDX35,OUT018,3327.95258292683
NCB06,OUT046,2644.4778427083343
FDR09,OUT019,584.7577647727273
FDC53,OUT017,1573.0706258064515
FDY45,OUT013,4433.304032653061
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1573.0706258064515
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1879.257011612902
NCW17,OUT017,2243.6695967213113
NCK54,OUT046,1922.149381714286
FDG17,OUT019,584.7577647727273
FDG35,OUT017,3259.56208490566
FDD08,OUT010,92.67548155339806
NCO07,OUT017,3643.5197259842507
FDJ10,OUT010,281.48208181818177
FDW36,OUT017,1573.0706258064515
FDW21,OUT010,219.2185209302325
FDY19,OUT017,1922.149381714286
DRE03,OUT013,798.2176035398231
NCC55,OUT049,677.1027476190472
FDH52,OUT010,165.91858165137606
FDO09,OUT017,4034.3003068965527
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.2185209302325
FDW58,OUT017,1573.0706258064515
FDC47,OUT017,3737.295775182482
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3737.295775182482
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,507.046403669725
FDI35,OUT017,3384.1080642424236
NCU18,OUT049,2309.200798
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2752.9709346534655
NCU42,OUT046,2649.110232432432
NCV29,OUT018,3259.56208490566
NCY30,OUT017,3384.1080642424236
FDQ46,OUT049,1649.2997859999991
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3643.5197259842507
NCD07,OUT045,1827.8328454545451
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2649.110232432432
DRN59,OUT035,798.2176035398231
FDI44,OUT035,1284.789766871165
FDA45,OUT049,2552.005235185185
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1922.149381714286
FDT09,OUT018,1752.25244
DRH03,OUT027,2517.8820884848487
FDA36,OUT018,2752.9709346534655
NCF31,OUT017,2286.4132673684217
FDG14,OUT049,2286.4132673684217
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.48208181818177
FDI56,OUT049,1458.455008053692
DRD01,OUT013,796.6402682539682
FDM22,OUT046,935.032388304093
FDH33,OUT013,507.046403669725
DRZ24,OUT013,1922.149381714286
NCQ38,OUT046,1682.212238235294
FDO16,OUT027,2517.8820884848487
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2893.8398258992806
FDU48,OUT045,1827.8328454545451
NCM43,OUT045,2644.4778427083343
FDR31,OUT010,346.8972837209302
DRK49,OUT018,507.046403669725
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3384.1080642424236
NCG19,OUT046,3454.062559154929
FDH12,OUT035,1573.0706258064515
FDM32,OUT035,1284.789766871165
FDM27,OUT035,3053.099877777778
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1879.257011612902
FDS10,OUT013,2552.005235185185
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1435.9121343750003
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.25244
FDW02,OUT017,1987.251048648648
NCD43,OUT017,1682.212238235294
FDM57,OUT018,1202.6567333333328
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.1080642424236
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.25244
FDS52,OUT049,1573.0706258064515
NCT29,OUT018,1752.25244
NCL54,OUT013,2552.005235185185
FDC05,OUT045,3130.0049049504933
FDF34,OUT035,2752.9709346534655
FDP03,OUT027,3242.0620715328464
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,1827.8328454545451
FDZ40,OUT035,935.032388304093
FDD51,OUT018,507.046403669725
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137606
NCO55,OUT017,1879.257011612902
FDR13,OUT017,1922.149381714286
FDS51,OUT017,935.032388304093
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3242.0620715328464
FDF32,OUT017,3130.0049049504933
FDN31,OUT018,2893.8398258992806
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3454.062559154929
FDV56,OUT049,1682.212238235294
DRH13,OUT027,2517.8820884848487
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.314724444446
FDX32,OUT046,3053.099877777778
FDX57,OUT049,1879.257011612902
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454547
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.062559154929
NCC19,OUT018,2893.8398258992806
NCE42,OUT045,3945.432567213115
FDY24,OUT017,935.032388304093
FDH19,OUT049,2778.5893175257747
FDJ46,OUT013,2552.005235185185
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2142.743570940172
FDZ37,OUT035,1435.9121343750003
NCT30,OUT045,798.2176035398231
DRY23,OUT018,507.046403669725
NCZ30,OUT018,1752.25244
FDC44,OUT018,1752.25244
FDB45,OUT035,1573.0706258064515
FDY04,OUT013,2644.4778427083343
FDM27,OUT046,3053.099877777778
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.8972837209302
NCC06,OUT019,281.48208181818177
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4034.3003068965527
FDU08,OUT046,1573.0706258064515
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,3053.099877777778
FDP09,OUT045,3643.5197259842507
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3384.1080642424236
DRE13,OUT017,1458.455008053692
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1649.2997859999991
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.69954262295096
FDM25,OUT046,2778.5893175257747
NCN41,OUT049,1987.251048648648
FDU24,OUT045,1435.9121343750003
FDZ50,OUT046,3384.1080642424236
FDP45,OUT013,4034.3003068965527
NCM54,OUT045,1827.8328454545451
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.251048648648
FDK32,OUT046,3053.099877777778
FDN52,OUT049,1202.6567333333328
FDM58,OUT045,1879.257011612902
FDZ46,OUT027,3242.0620715328464
NCA18,OUT018,1752.25244
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454547
FDI40,OUT027,2517.8820884848487
FDT50,OUT019,219.2185209302325
NCT06,OUT046,3053.099877777778
FDT31,OUT035,2752.9709346534655
FDT45,OUT049,796.6402682539682
FDT13,OUT045,2939.348476190476
FDO50,OUT045,1284.789766871165
NCU18,OUT010,281.48208181818177
NCR54,OUT049,3130.0049049504933
NCO18,OUT018,2778.5893175257747
FDU09,OUT045,935.032388304093
FDT13,OUT018,2893.8398258992806
FDE09,OUT046,1649.2997859999991
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3454.062559154929
DRH15,OUT035,677.1027476190472
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444446
FDC09,OUT046,1682.212238235294
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.200798
NCL55,OUT018,3327.95258292683
DRE01,OUT035,3737.295775182482
DRE15,OUT049,1202.6567333333328
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1202.6567333333328
FDZ59,OUT046,2503.501336448599
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.149381714286
FDQ45,OUT018,2752.9709346534655
FDM33,OUT027,5329.314724444446
FDO15,OUT010,165.91858165137606
FDM46,OUT013,1458.455008053692
FDR03,OUT045,3945.432567213115
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.8328454545451
FDW10,OUT049,3259.56208490566
FDO51,OUT049,677.1027476190472
FDJ40,OUT018,1372.6884907407411
FDS20,OUT018,3384.1080642424236
FDU45,OUT013,1922.149381714286
FDV02,OUT035,2644.4778427083343
FDN09,OUT046,3945.432567213115
NCM55,OUT027,5329.314724444446
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209302
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3384.1080642424236
FDV23,OUT017,2142.743570940172
DRI03,OUT045,2552.005235185185
FDN13,OUT035,1573.0706258064515
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1435.9121343750003
FDB57,OUT049,3643.5197259842507
FDV12,OUT049,1879.257011612902
FDQ58,OUT013,2649.110232432432
NCA18,OUT017,1922.149381714286
FDH52,OUT049,796.6402682539682
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444446
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.789766871165
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965527
FDP59,OUT017,1879.257011612902
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407411
FDU44,OUT013,2644.4778427083343
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.032388304093
FDR56,OUT046,3130.0049049504933
FDV39,OUT049,2752.9709346534655
FDU37,OUT019,165.91858165137606
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333328
FDY57,OUT027,2517.8820884848487
FDB21,OUT049,3454.062559154929
FDE28,OUT017,3737.295775182482
FDQ55,OUT017,1922.149381714286
FDA48,OUT049,3454.062559154929
FDZ19,OUT045,2778.5893175257747
NCC43,OUT045,4034.3003068965527
NCV18,OUT046,1458.455008053692
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2778.5893175257747
FDM57,OUT013,1458.455008053692
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328464
FDT44,OUT035,2142.743570940172
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3384.1080642424236
FDK32,OUT013,3053.099877777778
DRA12,OUT046,2309.200798
FDO46,OUT010,482.69954262295096
FDE52,OUT013,1435.9121343750003
NCH42,OUT045,3643.5197259842507
FDV08,OUT035,677.1027476190472
FDB47,OUT018,3327.95258292683
FDC28,OUT010,281.48208181818177
FDD22,OUT046,1922.149381714286
FDS07,OUT027,3242.0620715328464
DRI13,OUT045,3945.432567213115
FDG32,OUT018,3327.95258292683
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137606
NCP41,OUT017,1682.212238235294
FDS08,OUT049,2778.5893175257747
FDX47,OUT045,2286.4132673684217
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,3945.432567213115
FDL14,OUT045,2286.4132673684217
FDM33,OUT019,584.7577647727273
FDA51,OUT045,1827.8328454545451
FDZ27,OUT018,713.8586545454547
FDT04,OUT046,677.1027476190472
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444446
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.4132673684217
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.69954262295096
FDD09,OUT035,2552.005235185185
FDR40,OUT045,1435.9121343750003
FDX07,OUT017,3384.1080642424236
FDR07,OUT035,1573.0706258064515
FDA51,OUT017,1922.149381714286
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3130.0049049504933
FDR13,OUT045,1827.8328454545451
FDY26,OUT049,3945.432567213115
FDW04,OUT017,1987.251048648648
FDK52,OUT017,3737.295775182482
FDN60,OUT049,2644.4778427083343
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.6567333333328
FDB50,OUT019,165.91858165137606
NCQ29,OUT049,4034.3003068965527
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295096
FDN22,OUT046,4034.3003068965527
FDF39,OUT049,4034.3003068965527
FDS21,OUT017,935.032388304093
NCM42,OUT013,1682.212238235294
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407411
DRJ49,OUT027,3242.0620715328464
NCT42,OUT019,346.8972837209302
FDE38,OUT049,2286.4132673684217
FDI04,OUT049,3130.0049049504933
NCH54,OUT045,2644.4778427083343
FDT56,OUT049,796.6402682539682
DRD15,OUT018,3327.95258292683
FDV58,OUT013,2893.8398258992806
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3454.062559154929
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1649.2997859999991
DRK37,OUT013,2893.8398258992806
DRH49,OUT045,1284.789766871165
FDT58,OUT013,2286.4132673684217
FDD41,OUT018,1372.6884907407411
FDP40,OUT018,1372.6884907407411
FDM51,OUT027,2517.8820884848487
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,935.032388304093
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2309.200798
NCI06,OUT017,3384.1080642424236
FDW12,OUT019,346.8972837209302
FDX48,OUT027,4117.317712631578
NCW05,OUT027,2517.8820884848487
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3130.0049049504933
FDA38,OUT045,3643.5197259842507
FDR36,OUT046,677.1027476190472
FDZ45,OUT046,3130.0049049504933
FDG05,OUT017,2286.4132673684217
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1284.789766871165
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.0620715328464
FDI35,OUT045,3384.1080642424236
DRY23,OUT013,507.046403669725
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.251048648648
NCO26,OUT027,3242.0620715328464
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328464
FDZ44,OUT027,3242.0620715328464
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.149381714286
NCG42,OUT017,1987.251048648648
DRI13,OUT027,5329.314724444446
FDQ32,OUT013,1987.251048648648
FDW16,OUT035,1458.455008053692
FDU27,OUT046,798.2176035398231
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.8972837209302
FDS37,OUT046,1922.149381714286
FDW26,OUT018,3327.95258292683
FDX12,OUT018,3327.95258292683
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.8972837209302
NCN30,OUT049,1682.212238235294
FDN24,OUT049,796.6402682539682
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.48208181818177
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.2185209302325
FDU22,OUT045,1827.8328454545451
FDI53,OUT013,2503.501336448599
DRH01,OUT049,2778.5893175257747
FDX32,OUT013,2309.200798
NCP30,OUT018,507.046403669725
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1202.6567333333328
NCP02,OUT035,935.032388304093
FDJ10,OUT017,2309.200798
FDG34,OUT046,1682.212238235294
NCB18,OUT017,1458.455008053692
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1202.6567333333328
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2309.200798
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1435.9121343750003
NCQ50,OUT018,3327.95258292683
DRH23,OUT018,796.6402682539682
DRJ37,OUT013,2286.4132673684217
DRJ24,OUT027,5329.314724444446
FDY16,OUT035,3384.1080642424236
FDQ27,OUT045,1879.257011612902
FDZ33,OUT045,2503.501336448599
FDF29,OUT045,1827.8328454545451
FDA08,OUT049,2286.4132673684217
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,482.69954262295096
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.3003068965527
DRZ24,OUT018,1752.25244
NCL54,OUT035,2552.005235185185
FDR12,OUT049,2778.5893175257747
NCC54,OUT046,3454.062559154929
DRN59,OUT013,798.2176035398231
FDX50,OUT019,281.48208181818177
FDV31,OUT027,5329.314724444446
NCA29,OUT027,4117.317712631578
FDW60,OUT049,3259.56208490566
FDX08,OUT017,3384.1080642424236
DRD49,OUT013,3454.062559154929
FDD33,OUT046,3454.062559154929
FDW35,OUT013,507.046403669725
FDJ36,OUT017,1879.257011612902
FDV51,OUT035,2644.4778427083343
FDW36,OUT046,1649.2997859999991
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.0620715328464
FDN49,OUT017,677.1027476190472
FDL08,OUT018,3327.95258292683
FDI09,OUT013,3454.062559154929
FDP19,OUT018,1752.25244
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.212238235294
FDY10,OUT013,1922.149381714286
FDP12,OUT018,507.046403669725
NCN26,OUT049,1922.149381714286
FDK44,OUT013,3259.56208490566
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.251048648648
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.1080642424236
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.89088
FDD32,OUT035,1284.789766871165
NCN41,OUT045,1827.8328454545451
NCX53,OUT049,2309.200798
FDU57,OUT019,346.8972837209302
FDQ23,OUT046,1573.0706258064515
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190472
FDY09,OUT035,2778.5893175257747
FDQ28,OUT045,2644.4778427083343
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.149381714286
DRB25,OUT049,1573.0706258064515
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.0620715328464
FDC57,OUT017,2939.348476190476
FDQ03,OUT018,3327.95258292683
FDU23,OUT017,3053.099877777778
NCX41,OUT035,3945.432567213115
NCD06,OUT035,798.2176035398231
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2649.110232432432
NCE06,OUT013,2503.501336448599
FDV52,OUT010,281.48208181818177
FDB02,OUT017,3259.56208490566
NCR18,OUT045,677.1027476190472
FDK16,OUT049,1573.0706258064515
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2503.501336448599
FDD17,OUT018,3327.95258292683
FDW39,OUT013,2552.005235185185
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1573.0706258064515
FDU40,OUT027,5329.314724444446
NCF54,OUT013,2778.5893175257747
FDH46,OUT045,1682.212238235294
NCP14,OUT049,1879.257011612902
FDH50,OUT049,3384.1080642424236
DRF15,OUT010,346.8972837209302
FDV27,OUT027,2517.8820884848487
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.95258292683
FDQ51,OUT049,798.2176035398231
FDQ07,OUT017,3737.295775182482
FDS45,OUT049,1682.212238235294
NCJ06,OUT045,1827.8328454545451
FDD36,OUT035,1922.149381714286
FDY25,OUT045,3384.1080642424236
FDU52,OUT046,2286.4132673684217
DRK47,OUT017,3737.295775182482
NCL30,OUT017,1987.251048648648
FDN22,OUT035,4034.3003068965527
NCF30,OUT027,3242.0620715328464
FDK03,OUT035,4034.3003068965527
FDT45,OUT017,935.032388304093
NCC54,OUT027,6280.89088
FDP08,OUT018,2893.8398258992806
FDU44,OUT046,2644.4778427083343
DRG39,OUT035,935.032388304093
FDU32,OUT049,2243.6695967213113
FDY27,OUT049,3259.56208490566
NCP54,OUT013,2243.6695967213113
NCZ41,OUT049,1987.251048648648
DRL49,OUT013,2309.200798
